Nom Commune;Latitude;Longitude
La Voulte-sur-Rhône;44.8163383509967; 4.793412850509074
Mexy;49.503792240346684; 5.767730782525224
Jarny;49.171190682278166; 5.893307672887717
Puttelange-aux-Lacs;49.05764452373683; 6.917279248135752
Beaupréau-en-Mauges;47.17355148752678; -1.008501102800108
Bévillers;50.17498967437848; 3.392450535353318
Abbenans;47.50606625315468; 6.4648872009844505
Argiésans;47.601525862525044; 6.814923619689503
Saint-Jean-de-Maurienne;45.283374372326406; 6.356844850666256
La Motte-Servolex;45.59906462208907; 5.888429130694241
Saint-Avre;45.346467356616934; 6.308396954196341
Villers-Bocage;49.089251683916565; -0.6316957214539136
Condé-en-Normandie;48.85705021605078; -0.5472367660972012
Courbevoie;48.89091855992329; 2.2485612851932717
Nanterre;48.90868299582355; 2.205555704602954
Saint-Ouen-l'Aumône;49.05014820117106; 2.1477183600934033
Langonnet;48.0942415026012; -3.4908826138634113
Montpellier;43.59610505824713; 3.912042140202769
Bersac-sur-Rivalier;46.06766939828323; 1.4366926165915108
Mougins;43.584363949309264; 7.007768964090349
Mayenne;48.28951307538718; -0.6189031735816799
Besançon;47.256529309216155; 5.995826523225884
Ploërmel;47.92603329095773; -2.4131114247334695
Ambon;47.54539890177268; -2.52203268078107
Les Andelys;49.244478000604325; 1.411874840084508
Mitry-Mory;48.96704822811489; 2.6313171008753162
Saint-Jean-de-Soudain;45.56826199538317; 5.43173753136246
Allemond;45.149436783554954; 6.046853604324439
Douai;50.372817126594754; 3.096508269367436
Pauillac;45.205722315352645; -0.755391362719267
Arnas;46.009257122341324; 4.725134078978462
Réchicourt-le-Château;48.65879704272201; 6.832285570042218
Ploeren;47.65522991493559; -2.8283855425146878
Le Hérie-la-Viéville;49.80872173648908; 3.663648069562368
Coupelle-Neuve;50.49979207830298; 2.096992306993123
Villette-sur-Aube;48.532894173622104; 4.114554575814439
Méry-sur-Seine;48.52126458512404; 3.917462155390341
Sainte-Savine;48.29164785753796; 4.019156831233933
Faÿ-lès-Nemours;48.234587646038385; 2.6876924504157236
Tilloy-lès-Mofflaines;50.29326910020157; 2.814991997806276
Hambach;49.04835269616961; 7.052450294468972
Le Val d'Hazey;49.16989124876822; 1.3502228992708771
Théziers;43.89555520745861; 4.625050955778707
Saint-Marcel-Campes;44.06981465238287; 1.9899295725295214
Oloron-Sainte-Marie;43.207171600198336; -0.6346881589371414
Buzançais;46.89127921843285; 1.397809571751642
Bayet;46.273879636489575; 3.291161408591834
Cannes;43.5526676957957; 6.958379412794055
Pérols;43.57252496292511; 3.9385097022807045
Saint-Yorre;46.07551144419099; 3.465259058326028
Cusset;46.133916734440504; 3.434597690074345
Castelnaudary;43.30915245635696; 1.9645822100135488
Les Belleville;45.29860601267187; 6.57095198416464
Germigny;47.99595360793761; 3.7557850699888196
Jouy;48.16853424552072; 2.988621482198832
Hersin-Coupigny;50.44325701854325; 2.612030629883177
Mauguio;43.6262277837677; 4.003161671571967
Courpière;45.738678829581325; 3.512912094831816
Bussières;45.833149811005086; 4.273527359460063
Saint-Chamond;45.469408094267266; 4.501886783230253
Chaudes-Aigues;44.85690120459934; 2.9946954693644576
Iteuil;46.50268080828728; 0.3226524947386848
Pont-l'Évêque;49.571844653478564; 2.9870919110918694
Saint-Rémy-de-Provence;43.795442504163205; 4.820118419521787
Blénod-lès-Pont-à-Mousson;48.87017797183889; 6.064987869512862
Chars;49.14836665535544; 1.9078380665503893
La Boisse;45.8428002157474; 5.048863642159101
Coupelle-Neuve;50.5004901640906; 2.096654922603104
Arudy;43.09998075129161; -0.44344982856157017
Poitiers;46.59678698631462; 0.3945220326996676
Champagne-Mouton;45.99091980877548; 0.4008609354196055
Labourse;50.506694630002144; 2.6810979992834825
Vedène;43.95976787757646; 4.898825826835149
Bègles;44.81567141548264; -0.5394779100957557
Châtillon-sur-Thouet;46.65997624261737; -0.2534206311248671
Saint-Fons;45.69156258554473; 4.846040685027691
Bonnétable;48.18486850751877; 0.4125484831051185
Tonneins;44.41153818489076; 0.305753537060125
Les Ormes;46.98692354167864; 0.6025138935226729
Chasseneuil-du-Poitou;46.63156925190254; 0.35932398218209277
Les Églisottes-et-Chalaures;45.08457419060158; -0.05815918423480715
Soyaux;45.63140096173446; 0.18653475542119616
Nice;43.71813897040946; 7.187108561046852
Guérande;47.37070529890161; -2.4553820660614156
Les Sables-d'Olonne;46.533017159715996; -1.7607689425426192
Mazé-Milon;47.43552833904781; -0.26814808459473943
Langon;44.53564463296002; -0.2420726749784557
Lège-Cap-Ferret;44.791710948498945; -1.1692325472764182
Ambès;45.010399107242655; -0.5527023589841119
Ambérieu-en-Bugey;45.95684840106697; 5.328492357682937
Aubin;44.54103665863755; 2.2272064891188634
Noyal-Châtillon-sur-Seiche;48.07972348499535; -1.6603089329611922
Plélan-le-Grand;47.99696214456588; -2.08315735513338
Chamonix-Mont-Blanc;45.92092332738117; 6.874240279572883
Nissan-lez-Enserune;43.29412152778509; 3.127762660162837
Chennevières-sur-Marne;48.79754771425193; 2.546071326063224
Saint-Hilaire-du-Harcouët;48.5765833422721; -1.1103046610099816
Romagny Fontenay;48.66353558693712; -0.9745802365114651
Cherbourg-en-Cotentin;49.6303012655693; -1.5824996258547903
Paris;48.8724020423984; 2.3066308702673055
Paris;48.873879633645984; 2.3102689139395363
Cavaillon;43.85078896784953; 5.036091855152634
Arnac-sur-Dourdou;43.724344324639844; 2.9739215586620897
La Seyne-sur-Mer;43.09957958100141; 5.886767830568557
Saint-Cyr-sur-Mer;43.197011230291835; 5.709774028483026
Barbezieux-Saint-Hilaire;45.45984240328844; -0.15210465136484067
Les Échelles;45.44352137111476; 5.744261824842049
Froges;45.26682404608446; 5.9176406676191045
La Bruffière;47.00224145760011; -1.1547789340418595
Basse-Ham;49.370221783228146; 6.227262167187937
Poissy;48.94092912406411; 2.0508129405289823
Joigny;47.97008052120151; 3.3890741890559513
Fougerolles-Saint-Valbert;47.88302236587886; 6.393065498734956
Bellevigny;46.79256901169367; -1.4326949497961448
Combourg;48.420494260377104; -1.7216498719326498
Montreuil-le-Gast;48.22813499369648; -1.7262644030540137
Clermont-Ferrand;45.77141103090055; 3.120878014494469
Mézin;44.05392529869607; 0.2699207323850074
Rœulx;50.31543600131664; 3.3394109176251905
Plouédern;48.460764493610164; -4.236751613930859
Ranville;49.21716432038417; -0.28134078186043665
Feignies;50.286384599280495; 3.9219582970811833
Gaël;48.150746531670606; -2.2155062101621765
Saint-Martial-de-Valette;45.51423831416343; 0.657798365503931
Saint-Vivien-de-Médoc;45.4209064612634; -1.0329732049025204
Honfleur;49.413880244938575; 0.25654801618079986
Saint-Amand-Montrond;46.71783739343354; 2.5096021028064857
Savigny-lès-Beaune;47.0460425404208; 4.850891008084903
Rumilly;45.86516131802339; 5.955416092030434
La Condamine-Châtelard;44.46191222355008; 6.749275077946476
Digne-les-Bains;44.092368654008084; 6.229055221046409
Pont-de-Poitte;46.579932818469935; 5.693121711554101
Val-Revermont;46.271045217274384; 5.362620629171924
Le Collet-de-Dèze;44.25104382187203; 3.9071890951051573
Sandouville;49.4752734247903; 0.294862951981191
Toulouse;43.60003068101742; 1.4207507155844619
Bouillargues;43.81938887976928; 4.4317858946642295
Bertric-Burée;45.303294503510436; 0.3621555067554131
La Roque-d'Anthéron;43.71142680004553; 5.356138154166909
Toulouse;43.59043967412709; 1.4382239440762274
Saujon;45.678496839403564; -0.909147636477011
Le Thou;46.101007546705794; -0.9472352164007161
Dun-sur-Auron;46.891334925119246; 2.592098955285187
Aubas;45.06207600875756; 1.1902128778954664
Saint-Mars-la-Réorthe;46.858474049805125; -0.942983022912126
Sainte-Livrade;43.65987860989937; 1.1053158390104683
Paris;48.87835796234962; 2.2960258014563473
Brégnier-Cordon;45.66495141628182; 5.612930013715065
Châtenay;46.04175210325407; 5.195618148401626
Saint-Just-Malmont;45.33296708906574; 4.323201120117855
Saint-Rustice;43.8001469051581; 1.3312562150427167
Yenne;45.69209725393063; 5.78373627912163
Verneuil d'Avre et d'Iton;48.71443949137027; 0.9244127039520295
Appenans;47.453812597761335; 6.569283306722744
Saint-Ouen-l'Aumône;49.04034316611735; 2.138852029898389
Viry;46.30203454089715; 5.721601094737726
Paris;48.87023822258842; 2.301541951245623
Mimizan;44.20702008045406; -1.2105665946773845
La Répara-Auriples;44.66286815560494; 4.993659133951122
Cuves;48.73297132170887; -1.0950245764950834
Le Fresne-Poret;48.70816119318015; -0.8210792093805467
Marclopt;45.66700967501814; 4.23599249880165
Renaison;46.050255359887274; 3.9129331436063204
Roche;45.606416564227665; 3.9551794696065996
Sarbazan;44.010921552559815; -0.3519081528282705
Saugnac-et-Muret;44.390522153397704; -0.8297781900360806
Sore;44.328849694722706; -0.6441489100622679
Cergy;49.05020121272722; 2.0613890559801624
Saint-Didier-de-la-Tour;45.55623587930342; 5.465888503807921
Chazelles-sur-Lyon;45.623472013216684; 4.363184459034656
Commelle-Vernay;46.00459295152829; 4.066162164078689
Capoulet-et-Junac;42.797443048183126; 1.5858837808584012
Josse;43.64155418616981; -1.2235110116774643
Lussan;43.62118334264402; 0.7661384318848251
Fleurance;43.82078982408891; 0.6417735007921335
L'Isle-de-Noé;43.578963958010696; 0.4184058689458285
Urdens;43.85795877961278; 0.6989244252175086
Samatan;43.48776649946948; 0.9250655571581353
Arue;44.075239410043785; -0.3130440611430649
Brocas;44.04861922755892; -0.5367058784418162
Brocas;44.06739451324839; -0.5125085862296728
Clèdes;43.619004131209195; -0.37839164993480584
La Bâthie;45.635956773594565; 6.447241938788238
Ayzieu;43.86077295532997; -0.03384667858240425
Labatut;43.55033900750521; -0.9822867653389189
Champagny-en-Vanoise;45.45893798963215; 6.7203302541092755
Pissotte;46.49299958999674; -0.8095390050361533
Saint-Claude;46.37905432413249; 5.840243504439664
Fère-en-Tardenois;49.19441901734555; 3.5129162852027447
Biarritz;43.48809897391132; -1.5479646405265706
Pays de Belvès;44.76449973646616; 1.0272092049929569
Écommoy;47.82542769753788; 0.2560282993801094
Marseille;43.29318800781545; 5.459421397280116
Mulhouse;47.74858146647872; 7.300315247024143
Guiche;43.512432834195224; -1.2207089798077064
Blanzy;46.708269464428355; 4.407306246288201
La Chartre-sur-le-Loir;47.74496297074944; 0.5819070342858286
Luxey;44.24085097060881; -0.5196883485629196
Essey-lès-Nancy;48.70999533800235; 6.240738273255063
Bruch;44.20543041548823; 0.41581619134161485
Tournoisis;48.0087491637092; 1.638976038953871
Lislet;49.68278336328054; 4.0128364784128525
Chambry;49.58398417722519; 3.669849355642348
Marcigny;46.27168922650397; 4.045698043265369
Vion;47.82063390725052; -0.29940833874095785
Aix-en-Provence;43.51995827968687; 5.4358673416387
Bellegarde;43.71868385903871; 4.459032941962058
Lauzerte;44.26705329945519; 1.1020999426267202
Moissac;44.116538004383806; 1.1201582776917123
Paris;48.86588951232383; 2.330649424617511
Thimert-Gâtelles;48.57188692668696; 1.2604687177651268
Risoul;44.6576588966055; 6.615785700583323
Paris;48.88088948817961; 2.3457024457582087
Paris;48.872647885180605; 2.2751159162080996
Paris;48.84536227482692; 2.2833647584170405
Monay;46.83407301987388; 5.6006677923028585
Gennevilliers;48.94658676545953; 2.3066509859370052
Orléans;47.915721954335; 1.887540408951305
Péronne;49.942322005089075; 2.9175222589678187
Nanterre;48.8874333791437; 2.2030592891921033
Saint-Bris-des-Bois;45.77779746617803; -0.493506106144393
Puilboreau;46.175916901298265; -1.1190825610400301
Jeu-les-Bois;46.6755297572088; 1.7494885664921187
Brides-les-Bains;45.44968854095353; 6.582972847107688
Palaminy;43.20388945989148; 1.0623856501450528
Clermont-Ferrand;45.78309700512119; 3.071476158014318
La Vôge-les-Bains;48.00580107981229; 6.273936236511372
Le Cannet-des-Maures;43.42188602475248; 6.38329746834412
La Celle;43.38432026821439; 5.978491305895597
La Madeleine;50.64587076503545; 3.078750326185656
Huez;45.087182620224624; 6.0711831437194395
Outreau;50.70577101867109; 1.6004545812298976
Le Monêtier-les-Bains;44.955949416730334; 6.544554135746465
Petit-Couronne;49.38281185268468; 1.0211734385536106
Cognac;45.69528340189996; -0.3497686901147017
Confolens;45.99289450788776; 0.671574229705969
Montaigut-le-Blanc;45.573825230785296; 3.0879272072413473
Montbron;45.673661712416056; 0.49288830664990235
L'Arbresle;45.82480230732038; 4.606192636676739
Châtillon;45.88175372828666; 4.629643112991342
Allauch;43.320354125901176; 5.480970450587269
Fos-sur-Mer;43.45593613139901; 4.903992927278525
La Chapelle-du-Châtelard;46.06942757828404; 5.025667042803684
Montréal-la-Cluse;46.17421814237046; 5.568231330477945
Lons;43.32489977881758; -0.3806480890082331
Montluçon;46.35320311961793; 2.6073122153006483
Ferrières-en-Bray;49.47712842763526; 1.7408052165028869
Cessy;46.326284325441634; 6.063267171442739
Hyères;43.13414438499618; 6.152762769407148
Bormes-les-Mimosas;43.14032832053619; 6.357349480246261
Loches;47.14206858813477; 0.9893753178896961
Saint-Malo;48.64925535538901; -1.9961513456979858
Saint-Dizier;48.627401483401044; 4.990727212638181
Masseube;43.443443966315876; 0.5692477000719184
Sivry-Courtry;48.54701443386995; 2.7718917580622753
Saint-Flour;45.028674791102546; 3.0930785331546655
Saint-Setiers;45.68504353690591; 2.1377009405284095
Tulle;45.25399536260933; 1.7560026221037548
Preuilly-sur-Claise;46.858567404081384; 0.9421822613283182
Vitré;48.12884913395155; -1.2390917650777356
Lyon;45.74460687640185; 4.818520715933915
Saint-Jean-de-Védas;43.58101963833165; 3.8484700647148737
Cuiseaux;46.50084149210767; 5.378310674088549
Brains;47.17267615189505; -1.6933421606326384
Indre;47.20714655919945; -1.6855012937329408
Longfossé;50.66206356664278; 1.8325703651502863
Haybes;50.00065487969263; 4.7089400154259105
Saint-Père-en-Retz;47.20456802991991; -2.0563804103283463
Vias;43.31667104936193; 3.4276035757545467
Airvault;46.82413671501036; -0.12629271843005055
Labergement-Sainte-Marie;46.79301889268098; 6.275674339982476
La Teste-de-Buch;44.5402227477202; -1.1605788374107606
Cenon;44.854672918963644; -0.5280896136367621
Cubnezais;45.066511669877535; -0.4340539436918052
Faux-Fresnay;48.65060090828353; 3.9771993371455423
Divatte-sur-Loire;47.26557712328134; -1.3133298244855336
Riaillé;47.508149094562775; -1.2831717387195196
Savenay;47.32977865788938; -1.906682808913974
Meyrargues;43.64397913796124; 5.514023506657473
La Motte-Chalancon;44.467422733447876; 5.367299094206089
Liart;49.7734300705497; 4.344716786599851
Cogolin;43.26011277011798; 6.569542449048628
Saint-Alban;43.69300817881268; 1.4038532163705222
Nice;43.67626077012545; 7.206758830840202
Pierrelatte;44.368365836124184; 4.708727787785862
Neuvic;45.38806406432708; 2.264754957168694
Formiguères;42.60557867914224; 2.1098709947659855
Bouzonville;49.296959756987; 6.517762422063
Goetzenbruck;48.97561645847132; 7.369446058585977
Questembert;47.682839268130465; -2.46216000401746
Vienne;45.5418413486457; 4.855409369526415
Saint-Cyr-en-Val;47.79259965587113; 1.9280862797233334
Segré-en-Anjou Bleu;47.691125966194534; -0.8958329365325571
Villers-le-Sec;49.76769066753345; 3.516912921627397
Montverdun;45.714921942631285; 4.059524131600939
Saint-Eustache-la-Forêt;49.555030347356414; 0.45668711919991506
Épinay-sous-Sénart;48.686664719895816; 2.51479965808069
Grigny;48.66890574235559; 2.397621828094612
Val-d'Arc;45.52629646367478; 6.31512767881627
Laguian-Mazous;43.42395755477545; 0.26555232422364605
Saint-Girons;42.979293350218626; 1.126342756660179
Montauban;44.00813873647635; 1.3410500058593635
Saint-Martin-le-Vieux;45.756990448718504; 1.1319598682447687
Valence;44.91702378450195; 4.927251426134939
Avignon;43.92706962099854; 4.794213656563076
Caudan;47.824563837800646; -3.312665620666952
La Rochelle;46.16102121981168; -1.2070608903988795
Guipavas;48.42303974914455; -4.427811390742554
Sevran;48.94423226610529; 2.5140033168392137
Avrieux;45.214609107913; 6.712279214545678
Barberaz;45.56467807150219; 5.942631477909377
Séez;45.61916596732146; 6.7895471400929
La Plagne Tarentaise;45.51525287182313; 6.6946847606801665
Six-Fours-les-Plages;43.11353659032915; 5.845705357841922
Le Havre;49.47787647360661; 0.14760587381602575
Saint-Victor;46.38671138144066; 2.590238875143232
Kerlouan;48.64017205371657; -4.3853619320130885
Sainte-Honorine-du-Fay;49.069031811094256; -0.4976156384588261
Laudun-l'Ardoise;44.086273562972146; 4.703075038370419
Laval;48.05164380142051; -0.7927529760148743
Champigny;48.31771684676972; 3.145536192346534
Airaines;49.95966063967091; 1.9558355179852585
Vaupillon;48.469285737909; 0.9954155486261916
Maintenon;48.576928136920216; 1.5944116777751554
Gacé;48.78152932330708; 0.2986998655662513
Chagny;46.90264617562338; 4.7506909303580835
Beaune-la-Rolande;48.076140483933884; 2.4293967899154905
Vimoutiers;48.93930762199391; 0.19560197897859202
Rugles;48.81866791033854; 0.7136921699534174
Albert;50.00453606114525; 2.634534167008199
Le Mans;48.002344972808935; 0.17686393870815767
Villenave-d'Ornon;44.76063084291551; -0.5484431283551926
Fleurance;43.86222289098494; 0.6499058473588907
Foix;42.96075971955206; 1.6117763095874655
Gourdan-Polignan;43.076265550126905; 0.5724741725582545
Argœuves;49.9427930472975; 2.254184894392074
Montataire;49.24537087861167; 2.441681264772792
Saint-Léger-sous-Brienne;48.41426639676067; 4.519445916301941
La Chapelle-Saint-Luc;48.31605891337948; 4.040740892014169
Tonnerre;47.852918042805044; 4.011765993457694
Gauville-la-Campagne;49.04113955592195; 1.0952252915665788
Insming;48.95885410002459; 6.887371918173656
Kerbach;49.15406827075463; 6.976270924882472
Mazet-Saint-Voy;45.073427220090146; 4.285193460785851
Serquigny;49.12645225319825; 0.7213465968769551
Cébazat;45.8438480580299; 3.108984302930261
L'Hermitage;48.12040823057983; -1.8197714698378795
Bédée;48.14792234339275; -1.9475633183249246
Doullens;50.14664125802609; 2.3386095166267333
Aureilhan;43.237568132159836; 0.0911250261377302
Lescar;43.31586604611208; -0.43344835755641375
Revin;49.93043506258336; 4.641710295533563
Aigurande;46.4499258415008; 1.8272704643837827
Salzuit;45.20055542088523; 3.493233461786469
Vézézoux;45.39468231220127; 3.3398200885920666
Campouriez;44.662153015930855; 2.583421267887349
Noyelles-Godault;50.41835788643712; 2.9807193031037653
Châteauroux;46.81231866049432; 1.725550585911858
Cannes;43.557191951245194; 7.02517920506976
Sainte-Maxime;43.322432628710786; 6.645548293200628
Saint-Maximin-la-Sainte-Baume;43.466142372748784; 5.866850883669439
Lunel-Viel;43.68032790636633; 4.088313637682827
Sillé-le-Guillaume;48.17449977956288; -0.15160845935472356
Boos;49.381399605696856; 1.217060711787367
Varennes-sur-Allier;46.30510161106365; 3.4090555334587536
Romenay;46.504937673512906; 5.0509437679841716
Meung-sur-Loire;47.829684376624954; 1.680483214250201
Val-Cenis;45.2861833263889; 6.886315258280124
Ham;49.73823775047221; 3.0931316513229006
Étréchy;48.50004275151921; 2.2023025190242165
Saint-Germain-lès-Arpajon;48.58357088390056; 2.2863772092022416
Charny Orée de Puisaye;47.886709427225085; 3.106591394085509
Mons;43.57032271225646; 2.940606287571874
Saint-Genest-d'Ambière;46.81380666737675; 0.33843565389140906
La Gresle;46.096734643881085; 4.291089388587813
Chaumont;48.1180932178182; 5.15290304636853
Rennes;48.11003076300203; -1.725627982533618
Avignon;43.952131772355095; 4.824043061687295
Persan;49.14573985299702; 2.265830320859862
Arcueil;48.80615046847601; 2.32688584548766
Hostens;44.485855454892324; -0.6262659882408815
Izon;44.90945342941996; -0.3569412218862117
Aubervilliers;48.91135396508159; 2.368379370552618
Bordeaux;44.8377115371993; -0.5476361260989214
La Salle;46.41389334838771; 4.864593820204465
Bassens;44.91580006437351; -0.5390806201709272
Pertuis;43.706708245465855; 5.512212355018951
Verdun;49.149255380694996; 5.401410389493562
Marquette-lez-Lille;50.671421711147275; 3.069484487789283
Villeurbanne;45.784985119632324; 4.860944149209935
Épinac;46.97784752075009; 4.504963838603899
Villers-Cotterêts;49.24399217631311; 3.0880688855637577
Crugey;47.184315692792644; 4.6791591786416085
Annecy;45.91648470190983; 6.148207437170307
Fontenelle;47.5112100138278; 5.367445334959887
Dambelin;47.36698665224409; 6.6613820417698335
Rognac;43.49735297271834; 5.20393971603019
Villeneuve;43.87688151291983; 5.863916131168539
Oullins-Pierre-Bénite;45.71095846953748; 4.819827740581599
Lyon;45.76050668519288; 4.832133490471922
Nice;43.72989921564178; 7.253857227938494
La Sauvetat-du-Dropt;44.64885547076901; 0.34010898633519443
Saint-Philbert-de-Grand-Lieu;47.05061234861618; -1.6124465465734203
Luçon;46.47003059459828; -1.1741258399158
Pouzauges;46.77611767030158; -0.8364543495092098
Chantonnay;46.70474177457324; -1.0383130389440693
Plourin-lès-Morlaix;48.56066640480914; -3.8217197818891515
Longué-Jumelles;47.36634665200949; -0.08831805351377622
Longuenée-en-Anjou;47.550141685286086; -0.6447039770155248
Amelécourt;48.830013762429815; 6.495149417041444
Troisfontaines;48.671383318084395; 7.100404892529753
Magnanville;48.97380379226675; 1.6955422978180674
Pontorson;48.5530607858178; -1.4809511162299505
Neuilly-sur-Marne;48.85474506342683; 2.519544603741269
Obernai;48.459453502483846; 7.508090807363735
Bourgueil;47.273266253573816; 0.16989326562272586
La Couyère;47.8857916597065; -1.4761317797237667
Annecy;45.90513781546943; 6.106640393484043
Saint-Maur-des-Fossés;48.811910799869324; 2.4774273669231994
